year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Jaguar,XF,Portfolio,Sedan,automatic,sajwa0hb3cls59258,ca,35,48806,black,black,walters auto sales/service inc,29000,28500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mazda,Mazda3,i Touring,Sedan,manual,jm1bl1v89c1673274,ca,42,28481,white,black,bmw of riverside,10750,9600,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Soul,Base,Wagon,automatic,kndjt2a57c7389362,ca,48,22047,white,black,kia motors america  inc,10250,12100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,S,Hatchback,automatic,wmwsv3c50cty18198,ca,41,20462,gray,—,bmw mini financial services,17050,17000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,S,Hatchback,manual,wmwsv3c53cty25954,ca,39,36557,gray,—,bmw mini financial services,15750,15750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc1cr814700,ca,35,35825,blue,black,galpin ford studio rentals,14850,14250,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1cm673295,ca,47,52545,white,gray,nissan infiniti lt,19200,20500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4adxc5024323,ca,39,12267,silver,black,kia motors america  inc,16350,17000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4ad8c5031853,ca,38,49523,silver,black,kia motors finance,13750,14200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,MINI,Cooper Coupe,Base,Hatchback,automatic,wmwsx1c5xct163613,ca,39,19744,blue,black,bmw mini financial services,12950,14500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a68cg001060,ca,45,32284,black,black,kia motors america  inc,17650,15000,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ekxcm420585,ca,22,37322,white,beige,nissan infiniti lt,21200,19500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c58cwm05077,ca,47,15738,beige,—,bmw mini financial services,18550,17750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb2ca594172,ca,44,31215,gray,black,mercedes-benz financial services,28700,29000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap7cm330656,ca,42,21235,—,black,nissan infiniti lt,27900,28000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek0cm421759,ca,34,28778,white,black,nissan infiniti lt,24200,23750,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c28c5160859,ca,37,52392,black,black,jpmorgan chase bank n.a.,21200,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek7cm420415,ca,4,9633,black,black,nissan infiniti lt,25900,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,,,,,automatic,salmf1e46ca360169,ca,29,60828,black,black,jpmorgan chase bank n.a.,47600,40500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl0c0109917,ca,27,71064,gray,black,exeter finance corp,8250,10800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Kia,Soul,Base,Wagon,automatic,kndjt2a5xc7430888,ca,1,27086,black,black,kia motors finance,10150,3600,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2012,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg5c2475682,ca,39,31675,silver,black,lexus financial services,22800,24100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c26c5162917,ca,36,23023,blue,beige,lexus financial services,22400,21500,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm624670,ca,42,31852,—,black,nissan infiniti lt,21600,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar9cm390553,ca,43,36721,gray,black,nissan infiniti lt,25700,27250,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm622956,ca,39,23842,white,black,nissan infiniti lt,22400,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Sorento,SX,SUV,automatic,5xykw4a2xcg255560,ca,39,57480,white,black,kia motors finance,18300,19400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm620401,ca,23,43860,blue,black,nissan infiniti lt,20300,16750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3cm625473,ca,42,44905,black,black,nissan infiniti lt,20200,23000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak5cw183626,ca,35,36431,silver,black,dtg operations inc,14450,14100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6cm934600,ca,44,17031,blue,black,nissan infiniti lt,23200,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm932340,ca,42,29871,blue,black,nissan infiniti lt,21800,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar3cm392623,ca,38,35421,black,black,nissan infiniti lt,26300,27750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c58ct256733,ca,3,21054,red,—,bmw mini financial services,14150,13750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap5cm332499,ca,39,31821,black,black,nissan infiniti lt,27400,25500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm622933,ca,42,42321,black,black,nissan infiniti lt,20400,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek1cm422290,ca,39,30681,gray,black,nissan infiniti lt,21700,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek4cm422185,ca,35,33491,gray,black,nissan infiniti lt,21600,23250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,IS 350,Base,Sedan,automatic,jthbe5c27c5029117,ca,38,90943,white,black,lexus of valencia,23800,20750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1v88c1676117,ca,34,41550,black,black,jpmorgan chase bank n.a.,9775,11250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm620392,ca,35,29586,gray,black,nissan infiniti lt,21800,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c56ct257122,ca,36,26865,blue,—,bmw mini financial services,13750,14250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8cr233513,ca,48,32711,white,black,aaero sweet company,21800,23500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,,,,,automatic,salmf1e48ca360609,ca,29,62786,black,black,jpmorgan chase bank n.a.,46400,42500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c53ct185196,ca,39,48311,red,—,bmw mini financial services,12550,13000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap1cm332581,ca,42,29321,black,black,nissan infiniti lt,26400,26000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjlak5cw208177,ca,43,29745,silver,black,remarketing by ge/mission fcu,14750,15750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c56ct257413,ca,37,43544,blue,—,bmw mini financial services,12900,12300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar2cm390295,ca,27,18725,—,black,nissan infiniti lt,28700,29500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Jaguar,XF,Base,Sedan,automatic,sajwa0fb6cls22675,ca,48,28823,white,beige,jpmorgan chase bank n.a.,28500,32000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55ct256009,ca,38,27277,blue,—,bmw mini financial services,14200,13500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb3ca561858,ca,41,28489,—,off-white,mercedes-benz financial services,29200,29000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Patriot,Sport,SUV,automatic,1c4njpbb6cd528245,ca,37,142823,white,black,remarketing by ge/xpress rent a car,7950,5900,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm623102,ca,33,32906,gold,beige,nissan infiniti lt,21400,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Forte,EX,Sedan,automatic,knafu4a20c5501478,ca,26,77875,gray,gray,santander consumer,7275,6500,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxcr213327,ca,38,34087,—,black,mercedes-benz financial services,21700,20000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm620734,ca,4,42171,gray,black,tradewinds remarketing,20400,20250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Kia,Sedona,LX,Minivan,,kndmg4c7xc6479574,ca,39,69295,red,beige,dtg operations inc,8650,9300,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c53ct263928,ca,45,28376,red,black,bmw mini financial services,14150,14000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap1cm331687,ca,34,31389,gray,black,nissan infiniti lt,27400,25500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Lincoln,Navigator,L,SUV,,5lmjj3h53cel07987,ca,47,41598,white,gray,ford motor credit company llc pd,32400,31000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d49ca718718,ca,45,30055,white,tan,land rover north america llc,42000,34500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,S,Hatchback,manual,wmwsv3c50cty25460,ca,43,4975,green,—,bmw mini financial services,18300,18250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1cm627934,ca,42,28412,white,black,exeter finance corp,21900,21250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1ug0c1525605,ca,37,64821,gray,black,jpmorgan chase bank n.a.,8000,9500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn433082,ca,25,35691,gray,black,nissan-infiniti lt,12300,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db7ca436127,ca,33,40158,—,black,mercedes-benz financial services,43100,40500,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,mitsubishi,galant,fe,,automatic,4a32b2ff6ce016184,ca,41,66882,red,black,dtg operations inc,7925,8400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl763961,ca,36,33730,black,gray,autonet trading,9600,10400,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba3cf169124,ca,39,26776,silver,black,sports trend auto sales,58400,20500,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp1cl373279,ca,34,42619,silver,black,gm financial,7875,7600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8ct015709,ca,46,39384,—,beige,nissan-infiniti lt,10100,12000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn440467,ca,46,37161,gold,beige,nissan-infiniti lt,12200,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ram,1500,R/T,Regular Cab,,3c6jd6ct4cg277128,ca,,21916,gray,—,walters auto sales/service inc,19850,22250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn547233,ca,35,61267,red,black,sama california auto export inc,9925,9800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ram,1500,ST,Regular Cab,automatic,3c6jd6ak6cg143165,ca,36,81338,white,black,myrddin fleet services,11750,10000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn454566,ca,38,36353,white,black,nissan-infiniti lt,12250,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp1ck816312,ca,36,43546,black,black,merchants leasing,7825,8400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn400752,ca,25,77489,blue,black,balboa thrift & loan association,9125,8000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,,3n1ab6ap8cl622983,ca,19,55034,black,gray,california republic bank,8450,5200,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2012,Toyota,Avalon,Base,Sedan,automatic,4t1bk3db3cu449763,ca,35,48994,black,black,rd cars,17000,17000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap0cc842808,ca,19,57933,blue,black,the hertz corporation,15100,10000,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
2012,mitsubishi,galant,fe,,automatic,4a32b2ff0ce016262,ca,31,66077,white,gray,dtg operations inc,8000,7600,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,mitsubishi,galant,fe,,automatic,4a32b2ff5ce008853,ca,26,77118,black,black,balboa thrift & loan association,7650,7900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn576568,ca,29,53958,blue,black,santander consumer,10300,10000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp8ck806330,ca,,16850,silver,black,lease plan usa,8900,2500,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn467277,ca,26,41233,white,gray,the hertz corporation,11000,10400,Fri Dec 26 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cc137726,ca,38,48019,—,gray,nissan-infiniti lt,11500,11600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn429658,ca,29,39056,black,gray,nissan-infiniti lt,12100,12600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc116675,ca,45,35285,black,gray,nissan-infiniti lt,12350,12700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp0ck808394,ca,25,32712,silver,black,exeter finance corp,8750,8100,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn450652,ca,36,40330,white,black,nissan-infiniti lt,12000,11500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,NV,3500 S,Van,automatic,1n6af0ly1cn102996,ca,19,137729,white,gray,nissan-infiniti lt,9525,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap5cc825311,ca,21,30786,black,black,nissan motor acceptance corporation,17100,15000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Subaru,Impreza,WRX,Hatchback,manual,jf1gr7e64cg236940,ca,3,27182,blue,black,remarketing by ge/southern california financial,21400,23750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Toyota,Camry Hybrid,LE,Sedan,automatic,4t1bd1fk6cu007829,ca,43,59349,red,beige,jpmorgan chase bank n.a.,14900,15600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn413411,ca,42,41516,—,black,nissan-infiniti lt,11950,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn565692,ca,35,39109,gray,black,metro nissan of montclair,12100,10400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap5cl694787,ca,28,76716,white,gray,california republic bank,7575,7400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Armada,SV,SUV,automatic,5n1aa0ne1cn611292,ca,27,70973,black,black,nissan motor acceptance corporation,28800,26000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,GT-R,Black Edition,Coupe,automatic,jn1ar5efxcm251015,ca,37,20307,gray,black,remarketing services of el paso,70000,61000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct025329,ca,28,21393,black,tan,nissan-infiniti lt,11250,11250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgda5hb3ca097478,ca,44,18266,white,beige,mercedes benz of ontario,37100,37500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgda5hb2ca087296,ca,46,29338,gray,tan,orange coast chrysler jeep dodge,35600,34000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn436963,ca,35,68499,white,black,nissan-infiniti lt,10150,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp2ck279255,ca,31,58768,black,black,santander consumer,7525,8400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,mitsubishi,galant,fe,,automatic,4a32b2ff2ce023486,ca,2,50151,black,black,fox rent a car tra,8225,5800,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be9ca782589,ca,3,54184,gray,black,the hertz corporation,29200,28500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp7ct015796,ca,46,37937,—,beige,nissan-infiniti lt,10350,10750,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7bexca783234,ca,35,57821,gray,gray,mercedes-benz finc wholesale advantage,28100,27750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a25cla01045,ca,39,49086,black,beige,elad motors,39000,38750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Armada,SL,SUV,automatic,5n1aa0nc8cn607416,ca,33,33561,silver,gray,the hertz corporation,27300,24000,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc153673,ca,43,26506,white,tan,nissan-infiniti lt,12900,14750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,S Hybrid,Sedan,automatic,wp0ad2a76cl045477,ca,41,49288,gray,black,elad motors,52800,49750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6cu084288,ca,28,52277,black,black,toyota financial services,13550,12900,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc153415,ca,43,12490,gray,black,nissan-infiniti lt,13850,15000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Subaru,Forester,2.5X Touring PZEV,SUV,automatic,jf2shabc9ch423486,ca,23,32594,gray,gray,jpmorgan chase bank n.a.,16700,16000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gp9cs100115,ca,44,52039,white,black,wells fargo dealer services,15900,17300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn442160,ca,39,31174,—,black,nissan-infiniti lt,12600,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a79cl012594,ca,38,29549,red,tan,downtown motors inc,50300,51500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c76c3033122,ca,3,19565,burgundy,black,toyota financial services,13700,13000,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7bexca779751,ca,24,59940,black,black,the hertz corporation,27300,25000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn404113,ca,44,45196,black,black,nissan-infiniti lt,11700,12200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep5cc226976,ca,2,26390,blue,beige,nissan motor acceptance corporation,13900,10200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a20cla03236,ca,46,42303,gray,beige,rusnak pasadena jaguar sterling pasadena,40300,41500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,mitsubishi,galant,fe,,automatic,4a32b2ff1ce008333,ca,19,46008,black,black,remarketing by ge/finance & thrift company,8450,6500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap4cl679178,ca,19,61044,blue,gray,remarketing by ge/flagship credit acceptance,8600,5000,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,S-Class,S350 BlueTEC 4MATIC,Sedan,automatic,wddng8db9ca422512,ca,29,63968,black,black,mercedes-benz usa,36400,31250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Scion,tC,Base,Hatchback,manual,jtkjf5c7xc3027985,ca,,23657,yellow,—,cardinale gmc truck,13600,14400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap8cc254986,ca,29,60716,red,beige,dtg operations inc,10700,9100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cc126546,ca,19,37887,white,black,nissan-infiniti lt,12050,19000,Mon Jan 06 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp8ck196087,ca,38,9281,blue,gray,nissan motor acceptance corporation,10500,11500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc129546,ca,41,25209,—,black,nissan-infiniti lt,13000,15400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,S-Class,S350 BlueTEC 4MATIC,Sedan,automatic,wddng8db9ca426754,ca,42,34751,gray,black,mercedes-benz usa,42400,37500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be6ca780900,ca,35,60646,gray,black,the hertz corporation,27700,26250,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn421206,ca,41,40578,beige,beige,nissan-infiniti lt,12000,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gp2cs155540,ca,,46416,black,—,riverside car store inc,16300,16400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1ca424913,ca,35,38680,—,brown,mercedes-benz financial services,43300,41750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn429618,ca,37,25317,blue,black,nissan-infiniti lt,13000,13000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be4ca779566,ca,38,61663,black,gray,the hertz corporation,26900,26801,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ram,2500,ST,Crew Cab,manual,3c6ud5hl5cg142479,ca,46,31537,white,—,century dealer services corp,31100,36000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
